original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
"Yang penting tinggalkan Agama itu\n\nManusia adalah korban doktrin-doktrin agama,, ajaran-ajaran Agama yg itu \n\nTidak ada membunuh lalu masuk sorga \n\nBerduka buat korban :berduka 
",kaskus,0,0,0,0
"Soal pmmpin kafir, lw mlihat dari negara lain, kadang mrk  bersikap lbh dari pmimpin muslim, mslny hugo chaves, dia brani usir dubes israel",twitter,0,0,1,0
"📣GROSIR KARTU KUOTA (TSEL)
* 30GB : 35RB
* 37GB : 45RB
* 60GB : 58RB
ALL JARINGAN 3G/4G Yang Minat Silahkan Chat DM/WA 📩",instagram,0,0,0,0
"[QUOTE=cepute;5ae9a6c796bde693218b457f]kenapa menistakan ulama?\njangan cuma yang ngeroyok diproses si akhiang juga \nitu baru mantap[/QUOTE]\n\nYang digebukin itu si akhiang, yg ppsting di FB namanya achiang, ga apa2 yg pebtinh namanya mirip dihajar aja, kelakuannya emang jenius banget mirip kontoI ontak yg kabur ke arap umroh ga pulang2 :lehuga
",kaskus,0,0,0,1
"Yang merasa orang cina bagi angpao dong, kalau nda sy ganyang ko terus sy doakan semoga nda turun hujan. Nyak nyak !",twitter,0,1,1,1
"[QUOTE=r3van80;5a6ac1e432e2e692228b457d]\n\nAne vote Lexi 125. Barusan rilis hari ini.\nVario rasa Nmax, dashboard Aerox. Mesin udah VVA, alias kalau ente pinjem buat ngebut juga masih bisa dari bawah sampai mentok masih berasa bertenaga.\nCoba cek ke dealer, bagasi bisa muat tas anak kagak. Trus joknya bisa dinaikin istri + 2 anak gak. Istri bisa njaga keseimbangan gak ketika berhenti. Banyak cewek mungil yang naik nmax loh.\nCuman hati2 dengan praktek tak terpuji sebagian sales dealer yamaha.\n\nKalau Vario, kata banyak blogger sih mau ada facelift, jadi ya agak sayang kalau menurut ane beli sekarang dapat desain tahun kemarin.\n\nTapi ya balik lagi ke selera masing2 sih.\n\n\n\nHobi nonton sinetron bergenre Drama gan?\n\nKayaknya gak ada yang black campaign dah.\nKalau agak fans boy honda, oke lah. Tapi kayaknya suhu2 di sini lebih ke fans motor, bukan fans merk tertentu.\nMereka kasih rekomendasi berdasar pengalaman mereka. Beda orang, bisa beda pengalaman, walaupun jenis motornya sama.\n\nBisa akses kaskus, tapi gak bisa buka lapaknya atau toko online lainnya buat beli sparepart gitu?\nAtau lokasinya di hutan tengah pulau terpencil yang gak kejangkau pos indonesia gitu gan?\nAtau pulsa mepet jadi gak bisa buka tutorial ngebengkel motor tipe apa aja di youtube gitu?\nKalau sulit beli sparepart, gak ada komunitas yg bisa membantu atau bener2 gak bisa karena alasan lainnya, kayaknya mending transportasi umum saja. Atau sepeda. Atau sepatu boot yang kuat. Atau naik kuda juga masih keren kok, malah bisa jadi atlet di olimpiade. :D[/QUOTE]\n\nseperti yang gua bilang,,kalo yang nanya fungsional jawab yang bener lah,,kecuali cuman nyari motor hobi bebas lu nyuruh merk apa aja\n\npertama ada yang bilang jok vario keras,,padahal empuk,,katauan banget gak pernah ngendarain vario\n\nkedua orang mau vario disuruh pake address,,kalo ada apa2 dan bengkel suzuki gak bisa nanganin dan part gak ada elu mau tanggung jawab udah beli belasan juta motornya tapi ngejogrok aja gak bisa dipake dan diapa2in lagi?\n\nelu belum pernah kerasa mogor motor pulsar ya,,di jakarta aja bengkel2 pada nolak dengan alasan gak ngerti,,sedangkan bengkel spesialis pulsar bisa 30 km an\n\npake otak\n
",kaskus,0,0,0,0
"@verosvante mbaa emg nya haramnya klo nikah siri?  Perasaan ngga dehh, jgn mempermasalahkan hijrah org lain mbaa, Yg tau hanya Allah, mbaa jgn maen ngjudge ajalahh",instagram,0,0,0,0
"ngakak gw, ada yg bilang &quot;gak suka notch, sampe pada tahap membenci&quot;:lehuga\nlebay bgt dah :lehuga\n\n\nditambah bilang mau gembosin seluruh penjualan HP ber notch di indonesia :lehuga\nemang sape lo :lehuga\n\nkocak sumpah :ngakak
",kaskus,0,0,0,0
Ayo bangbros aja RT @abialdy: Saya bunuh klian berdua hei kafir quraisy kaum sodim RT@aditia_ramadhan: nikah aja deh,twitter,0,0,0,0
"Wtc=building demolition, bom bali=mikro nuklir, bom panci low>bom k melayu hight, fitna terorisme buatan orang kafir dg menunggangi awam.",twitter,0,1,1,1
"Tokyo - Saat ini bukanlah sesuatu yang mengherankan jika banyak orang yang sebelumnya non muslim berbondong-bondong masuk islam atau disebut Mualaf. Begitu juga dengan sederet selebriti papan atas dunia, mereka yang sebelumnya non muslim menjadi mualaf dan memeluk agama Islam.\n\n[img]https://s.kaskus.id/images/2018/07/01/9743488_20180701042155.jpg[/img]\n\nKisah kali ini hadir dari negeri matahari terbit, Jepang. Siapa yang tidak kenal dengan sosok yang satu ini, Shigeo Tokuda, Aktor senior multi peran Jepang. Karena kekagumannya dengan sosok Nabi, akhirnya dia memutuskan menjadi seorang mualaf dengan berganti nama menjadi &quot;Mohammed Sugiono Ta'libah&quot;.\n\nPerjalanannya berawal ketika Mohammed Sugiono Ta'libah sedang melakukan shooting film. saat itu beliau beradu akting dengan dengan seorang wanita muslimah dari arab bernama Mia khalifa.\n\nWanita berhijab yang fasih hapal quran inipun akhirnya menjadi inspirasi Sugiono dalam memeluk islam. \n\nPada oktober 2016 bertempat di tokyo islamic center, Shigeo Tokuda, mengucapkan syahadat dan hinggi kini telah menginspirasi banyak orang.\n\nhttps://m.republikaa.co.id/berita/dunia-islam/18/07/01/pb6j2w257-kagum-dengan-sosok-muhammad-01-\n\nAlhamdullilah gan\nhidayah bisa datang kepada siapapun\n:)
",kaskus,0,1,1,0
"\n\n[center]\n\n[b][color=Red][size=5]\nWWW. J U A L D O K U M E N .COM[/size][/color][/b]\n\nJASA PEMBUATAN TOEFL ITP DAN IELTS TERPERCAYA DAN AMAN\njasa pengurusan surat penting dan berharga proses ga ribet aman dan terpercaya\njual - E KTP - KK - NPWP - IJAZAH D3 S1 S2\nJUAL IJAZAH SD - SMP - SMU - S1 - D3 - AKTE LAHIR - KTP\nJUAL BUKU / AKTE NIKAH - AKTE TANAH - SERTIFIKAT TOEFL\nJUAL IJAZAH IJASAH TERPERCAYA DAN TERAMAN \n[/center]\n\n\n\n[quote][center]\n\n\n[url=http://bit.do/drP3S][img]https://dl.kaskus.id/i67.tinypic.com/2cy5qpt.jpg[/img][/url]\n\n[b][color=Red][size=5]SILAHKAN KLIK BANNER KAMI UNTUK MAMPIR KE WEBSITE\n[/size][/color][/b]\n[url=http://bit.do/drP3S][img]https://dl.kaskus.id/i.imgur.com/MoAIES4.jpg[/img][/url]\n\n[b][color=Red][size=5]SILAHKAN KLIK BANNER KAMI UNTUK MAMPIR KE WEBSITE\n[/size][/color][/b]\n[url=http://bit.do/drP3S][img]https://dl.kaskus.id/i67.tinypic.com/2cy5qpt.jpg[/img][/url]\n\n[/center]\n[/quote]\n\n\n[center]\n\n[b][color=Red][size=5]\nWWW. J U A L D O K U M E N .COM[/size][/color][/b]\n\nJASA PEMBUATAN TOEFL ITP DAN IELTS TERPERCAYA DAN AMAN\njasa pengurusan surat penting dan berharga proses ga ribet aman dan terpercaya\njual - E KTP - KK - NPWP - IJAZAH D3 S1 S2\nJUAL IJAZAH SD - SMP - SMU - S1 - D3 - AKTE LAHIR - KTP\nJUAL BUKU / AKTE NIKAH - AKTE TANAH - SERTIFIKAT TOEFL\nJUAL IJAZAH IJASAH TERPERCAYA DAN TERAMAN \n[/center]\n
",kaskus,0,0,0,0
"Gelikk-__-RT @Meiry2383: ( ˘з(˘⌣˘ ) RT @eka2383: @Meiry2383 udh dong marah2nya, malem jumat nih, mending kita bunuh 1000 orang kafir yuk :D",twitter,0,0,1,1
"[img]https://s.kaskus.id/images/2018/01/05/10060124_20180105115515.jpg[/img]\n\nPakar Hukum Tata Negara, Ni'matul Huda menilai Instruksi Wagub DIY tahun 1975 yang melarang warga nonpribumi memiliki hak milik atas tanah di Yogyakarta harus dijadikan peraturan daerah, agar masyarakat bisa menggugatnya ke Mahkamah Agung (MA).\n\nHal itu disampaikannya saat menjadi saksi ahli hukum tata negara dalam sidang gugatan melawan Instruksi Wagub DIY tahun 1975 di Pengadilan Negeri Yogyakarta, Kamis (4/1/2018).\n\n&quot;Konteksnya dengan yang sedang dimohonkan di sini, saya pernah mengusulkan ke DPRD Provinsi (DIY) supaya dinaikkan status dari instruksi menjadi perda,&quot; kata Ni'matul, menjawab pertanyaan hakim anggota Nuryanto soal status instruksi dari sisi hukum ketatanegaraan.\n\n\nPasalnya, menurut Ni'matul, status Instruksi Wagub tersebut secara praktik masih berlaku di DIY. Padahal, dengan adanya Undang-undang Pokok Agraria (UUPA), otomatis instruksi tersebut tidak berlaku lagi.\n\nTerlebih, pada 1983, Sri Sultan Hamengku Buwono IX, Gubernur sekaligus Raja Keraton Yogyakarta, mengumumkan bahwa UUPA nomor 5 tahun 1960 berlaku penuh di Yogyakarta.\n\n&quot;Dalam kajian akademik dan praktiknya berbeda. Kalau dalam kajian akademik kan itu [instruksi] otomatis harusnya tidak berlaku karena dia bertentangan dengan UUPA, tapi pada kenyataannya diberlakukan terus, karena belum dicabut,&quot; kata Ni'matul.\n\nMenurut Ni'matul, instruksi itu hanya bisa dicabut oleh pembuatnya atau dengan peraturan yang lebih tinggi. Oleh karena itu, dosen hukum di Universitas Islam Indonesia (UII) ini menyarankan agar instruksi tersebut dinaikkan statusnya sehingga bisa digugat di MA.\n\nBaca: Susahnya Tionghoa Punya Tanah di Yogya\n\nPada Januari 2015, Handoko, warga keturunan Tionghoa, selaku penggugat mendaftarkan perkara surat instruksi tersebut ke MA. Namun, MA menolak karena surat itu dianggap bukan produk undang-undang, sehingga MA tidak bisa mengadilinya. \n\nMA pun memutus N.O, dengan menyatakan bahwa gugatan tidak dapat diterima, karena alasan gugatan mengandung cacat formil. \n\nHandoko pun pernah membawa surat instruksi itu ke Pengadilan Tinggi Usaha Negara (PTUN) Yogyakarta, namun PTUN tidak bisa mengadili karena surat instruksi itu bukan termasuk diskresi.\n\n&quot;Dibawa ke PTUN tidak bisa, dibawa ke MA juga di N.O, tapi instruksi itu tetap berlaku, ini kan menjadi enggak adil. Kalau dinaikkan status jadi perda maka masyarakat bisa menggugat melalui judicial review di MA,&quot; ujar Ni'matul di Ruang Sidang PN Yogya.\n\nNi'matul Apabila MA mengatakan perda tersebut benar. Maka, lanjut Ni'matul, urusannya selesai. Namun, jika tidak, maka akan terus terjadi gugat menggugat yang tidak ada pemecahannya.\n\n&quot;Praktiknya harus dibawa ke pengadilan, di Mahkamah Konstitusi jelas banyak undang-undang yang bertentangan dengan konstitusi, tapi baru setelah ada keputusan pengadilan mengatakan bahwa ini bertentangan, baru dianggap tidak berlaku,&quot; katanya.\n\nDalam hal ini, pengadilan juga bisa memberikan putusan sela agar untuk sementara instruksi tersebut tidak berlaku. Atau bisa juga instruksi tersebut diatur menjadi regulasi dalam konteks kekinian, yaitu peraturan.\n\nBaca: Mengapa Nonpribumi Tak Boleh Punya Tanah di Yogya?\n\nHandoko, menggugat Gubernur DIY Sri Sultan Hamengkubuwana X dan Kepala Kanwil BPN DIY atas perbuatan melawan hukum berupa pemberlakuan Instruksi Wakil Kepala Daerah Daerah Istimewa Yogyakarta No. K.898/I/A/1975 tanggal 5 Maret 1975 perihal “Penyeragaman Policy Pemberian Hak Atas Tanah kepada Seorang WNI Non Pribumi.&quot;. Handoko berpendapat Sultan bisa terkena pidana penjara karena melakukan diskriminasi etnis.\n\nSidang yang dipimpin Hakim Ketua Cokro Hendromukti hari ini diselenggarakan dengan agenda mendengarkan keterangan saksi ahli dari pihak penggugat. Sidang akan dilanjutkan Selasa (9/1/2018) untuk mendengarkan keterangan saksi ahli dari pihak tergugat, dalam hal ini, BPN dan Pemda DIY. \n\nhttps://tirto.id/larangan-cina-punya-tanah-di-diy-harus-diperdakan-biar-bisa-digugat-cCLU\n\n\n\nTidak ada nastaik yang tidak goblok\nUdah numpang, ngelunjak, goblok lagi ga tau hukum
",kaskus,0,0,0,0
"[quote=kingmu;5b4c284a925233b36d8b4570]^cuekin aja anak jamban kelakuan kayak binatang nyasar dimari :D\nw.&quot;[/quote]\n\n[quote=kingmu;5b4bd52f1854f7d01d8b4567]Berani keluar duit banyak :D\n\nKita mampu kok :D\n\nEmangnya situ belanja masih harus ngetek ke duitnya Abra wkwkwwkwkwk[/quote]\n\n[quote=homie4life;5b4be66cdac13ec92a8b4567]Kamu pasti baru banget masuk kesini\nMatic aja dapetnya cuma terbilang receh buat selevel Matic\n\nKante? Itu Chelsea ditawarin duit segepok juga lepas lah Kante :cool:\n\nLevel belanja Chelsea sama MU sekarang jangan dibandingin :cool:\n\nKaya yang panik gitu sih bray\n\n\n\n\nHarga Bale diatas 100 juta kalo Woody mau ngeluarin juga pasti tembus :cool:[/quote]\n\n[quote=nasipakekecap;5b4bf340ddd770c9188b4568]Kalo gitu kenapa perisic kagak ditebus dari kemaren? :D[/quote]\n\nbiar apa gitu belanja keluar banyak duit?\nudah berapa tahun sih [SIZE=7][B]0 EPL[/B][/SIZE] [img]https://s.kaskus.id/images/2018/07/16/10278133_201807161154130633.gif[/img]\n+\nngegoblok lawan sevilla wkwkwkwkwk\npelatihnya aje dipecat padahal baru gabung wkwkwkwk\n\n[img]https://s.kaskus.id/images/2018/07/16/10278133_201807161154470645.png[/img]\n[img]https://s.kaskus.id/images/2018/07/16/10278133_201807161155510718.png[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161156070303.png[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161156340651.jpg[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161156520156.png[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161157040109.png[/img]\n\n[SIZE=7][B]YOU ARE AN ABSOLUTE DIGRACE OF ENGLISH CLUB [/B][/SIZE]:ngakak\n\n[img]https://s.kaskus.id/images/2018/07/16/10278133_201807161158420192.jpg[/img]\n[img]https://s.kaskus.id/images/2018/07/16/10278133_201807161158530131.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161159030497.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161158530131.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161159030497.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161158530131.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161159030497.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161158530131.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161159030497.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161158530131.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161159030497.gif[/img]\n\n\nBELANJA BANYAK BELI PEMAIN BANYAK KOK BANGGA\nBIAR ENAK GITU MAIN PES/FIFA? FULL BACK AJA MASIH VALENCIA-YOUNG WKWKWKWKWK\n:lehuga :lehuga :wkwkwk :wkwkwk :ngakak :ngakak\n\ndasar munyuk jancuuk ga sadar diri\nterima aja kalo kenyataam klub kalian itu sampah, cuma plergusom yg bisa ngontrol sampah ini [img]https://s.kaskus.id/images/2018/07/16/10278133_201807161158530131.gif[/img][img]https://s.kaskus.id/images/2018/07/16/10278133_201807161159030497.gif[/img]\n\n\n\n\n\nJANGAN NGIMPI MAKANYE\nBUAT APA DUIT BANYAK GA DAPET2 EPL WKEKWKWKWKEKWKAKAKWKWK\n\nDISGRACE INDEED :travel\n\n\nGW MAH MALU LUAT TIM GUE KEK GINI WKWKWK\nKOAR KOAR KOAR TRUSSS NJEEENG :toast
",kaskus,0,0,0,1
"ngewe depan guru wk RT @cumanNANYA #cumanNANYA buat yang baru tamat SMP nih, sebelum lo jadi anak SMA, ada ga sih yg pengen lo lakuin di SMP",twitter,1,0,0,0
"Kata nya wanita sempurna tp kok mash doyan di edit"" , mending edit nya bener ini peyok sana sini 😂😂😂",instagram,0,0,0,0
Hahaha. Msh pagi. RT @PrimaLACOMM: Ayo bunuh kafir!! Bwahahahaha RT Menunaikan yang wajib has been (cont) http://tl.gd/i9rsr1 ,twitter,0,0,1,0
"biasa cowo yang sange an. ini kebalikannya cewe yang sange berat. 
pic.twitter.com/LdkuymvqZv
Full Movie : https://bit.ly/2wvWqEX 
#bokep #bokepindo #bokepjepang #bokepsma #bokepjav #bispak #bisyar #memekbasah #janda #tantegirang #ceweknakal #openbo #cewekbookingan #ngentot",twitter,1,0,0,0
"wkkk @JKFC23456789 hari geneh BELUM SUNAT ?!?!???

uda lama merdeka bong !!
KAFIR BABI VOC uda lama di usir..
lu mash blm sunat jg
wkkk",twitter,0,1,1,1
"Nah! RT @Agamajinasi: Motto bangsa ini: Bhinneka Tunggal Ika, Berbeda Tapi Satu. Bukannya: Sorban dan Hijab Rules, Kafir Usir Saja.",twitter,0,0,1,0
"Kok vaginanya engga terbelah dua ? itu burungnya dipotong terus dijahit aja engga dibentuk gitu ya ?buka dong bang, adek penasaran ni sm meki palsu modelnya kyk gmn..",instagram,1,0,0,1
"[QUOTE=Jalan Cinta;5a4f1ed79e740485398b4567]\n\nSatu peristiwa yang multi tafsir dipake terus2an buat klaim kekuasaan mesti ada pada keluarga &amp; turunan Nabi saw.. Sedangkan faktanya: \n1. Nabi ga punya anak laki2 penerus nasab\n2. Nabi ngajarin muslim buat egaliter, berjiwa merdeka, tunduk hanya kepada hukum Allah, ga kolonial Ke siapapun\n3. Selalu bilang derajat ga ditentukan Arab bukan Arab, Nasab keturunan, tapi berdasarkan ketakwaan sama Tuhan\n4. Paska Nabi saw wafat &amp; Abu bakar ra diangkat (pake musyawarah lho, bukan ujug2, malah tadi nya abdurrahman bin auf aklamasi mo dijadiin khalifah, tapi dia ngotot nolak), Ali ra ga mencak2 tuh. Terus kenapa sampe 1400 tahun kemudian si orang2 yg ngaku2 pengikut Ali ra rempong amat\n\nHidup muslim buat nyari ridha Tuhan, bukan sibuk berteori konspirasi kekuasaan. Sibuk konspirasi &amp; hujat sahabat umar abubakar utsman (ra) plus aisyah ra, negri nya sendiri ga keurus :D[/QUOTE]\n\n\n1. nabi mempunyai anak2 laki2 hasil berzinah dgn budaknya mariyah, \ntapi menurut kabar burung aliran sebelah, anak laki2 itu mati di racun oleh aisah dan abu bakar, agar kekuasaan nabi tdk jatuh ke anak2 laki2 nabi.\njika sampai disaat kematian nabi, ada anak2 laki2, maka abu bakar tdk mungkin mendapatkan kekuasaan nabi\n\n2. nabi justru mengajarkan mengkolonisial semua wilayah hingga mereka tunduk ke islam\n\n[img]https://s.kaskus.id/images/2017/05/01/9715523_20170501015858.jpg[/img]\n\n\n3. islam membuat derajat dgn sebutan kafir dan muslim\n\n4. kalau kata aliran sebelah, paska nabi mati di racun aisyah, mereka justru di curangi oleh abu bakar \n
",kaskus,0,0,0,0
"Teriak ganyang cina, anti-cina, jangan mau diinjek-injek cina. Halah kntl. Ada amoy cina ngangkang juga pasti dipake, bukan diganyang. Bangsat.",twitter,0,1,1,1
"Saya slalu menduga bibit2 teroris awalnya ya dari kelompok yg mahami segala sesuatu secara TEKSTUAL kayak gitu itu. 
darah kafir halal.. 
Langsung bom sana sini..
Pdhl ada konteks tafsir mendalam dibalik itu. 
Ini yg mereka gagal paham atau emg sengaja milih nutup mata.",twitter,0,1,1,1
"[QUOTE=uniquepro;5a904d2bded770b3708b4567]\nGedean mana ama api depan istana pas demo 411? Yg kata aa gym yg bakar orang kapir.. Ternyata anak HMI... Wkekkekekekekek \n[/QUOTE]\n\nlaforin ke folisi aje udeee ..\n\ngitu aje kok refoottt\n\nKaga useh sampe mewek terkaing kaing geto\n\nSitu sehat ?\n\nKebanyakan makan mecin ye Om ?\n\n:ngakak :ngakak :ngakak
",kaskus,0,0,0,0
Aku mau nanya nih! Kalian yang hujat dia emang dia makan pakai uang kalian kah?,instagram,0,0,0,0
@indra_fligo_valesca YAGITU DONG SAMA2 BENCONG SALING SUPPORT NTAR KALO PERANG AMA MALAYSIA GW KIRIM LU LU PADA KSANA BIAR JADI PERANG WARNA WARNI,instagram,0,0,0,0
"anjing aku harus off...besok lagi..yg mau dm sex ma aku..neh soalnya kakakku udah jilat2in memek aku,ditambah cwo aku yg lg remes2 toked,,",twitter,1,0,0,0
"Kecian si Toge dibully,konsekwensi lah,yg ga bener yg cm bilang cina kafir usir dr Indonesia, kalau lo punya nyali adukan aja Toge ke Polisi",twitter,0,1,1,1
"Di film 212: Power of Love, Fauzi Baadila berperan sebagai Rahmat, dan gosipnya Reza Rahadian akan berperan sebagai spanduk Ganyang Cina.",twitter,0,0,0,0
"""@Bisniscom haha memaki untuk melawan mah harus, drpd ditindas pemimpin munafik melindungi penista agama, dll. Agama no 1 (islam), taubat rot""",twitter,0,1,0,1
@lelychoirun iya org indonesia mah suka ribet sama urusan yg bukan urusannya. Dia nikah siri atau apapun toh dia yg nanggung sendiri suka dukanya. Napa rempong amat?,instagram,0,0,0,0
"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",twitter,1,0,0,1
"@estherevieevie download apk dual chat. Jika sudah scan barkot wa org yg mau di bajak.
Selesai deh
Kamu bisa monitor pacar dr hp sendiri😁😁😁",instagram,0,0,0,0
"Wtc=building demolition, bom bali=mikro nuklir, bom panci low>bom k melayu hight, fitna terorisme buatan orang kafir dg menunggangi awam.",twitter,0,1,1,1
"Jelas panik.... Krn paham anti Nasionalis, paham2 khilafah, anti Pancasila, radikal harus segera di gebuk, salah satunya melalui pendidikan https://twitter.com/republikaonline/status/870523463936561153 …",twitter,0,0,1,0
"Pengen bgt cipokan,trus tangan gw mulai grayangin tuh cewek,dr toket,ke memek.trus dia jg sambil ngocokkin kontol gw",twitter,1,0,0,0
"@arlanchristoperpi Maaf ya tolong mulutnya kok udah pedes asap nyeletuk aja ya, mau numpang ngetren di sosmed nya @lucintaluna Biar dilike Sama netizen Karena Lu sok ngebela Bela? Lu bilang akun bodong apalah bodong gitu?  Lu tuh yang bodong bencong, kerja kok disalon geblek, Lu tuh Agama bodong, laki laki kok kayak cewek, Terus buat apa Iri dengan kecantikan Lucinta Luna?  Apa faedahnya?  Emang netizen klo ngomentar Lucinta Luna Itu dianggap Iri dengan kecantikannya gitu? Nah Itu materi bodong yang Lu bilang sendiri, buat apa Kaya klo Dari hasil gak halal, intinya kalo mau nyeplas nyeplos pikir pikir dulu",instagram,0,0,0,0
"Ahok babi sipit, pesek, bau amis, penis kecil, pengecut dan banci. Udah didukung konglomerat, media nasional, mayoritas parpol dan bagi bagi sembako di masa tenang malah kalah telak. Drpd si Ahok pikir nasib siswi jauh mending dia mikir nasib anak dari 32 ribu orang miskin Jakarta yg digusur dia tanpa ganti rugi. Dasar babi kotor hobi maksiat koruptor BLBI, bandar narkoba, rampok Sumber Waras.
",kaskus,0,1,0,1
"Siap ditempatkan dimana saja? Tentu siap.
Ditugaskan di daerah terpencil? Siap.
Dinas 8 thn di Papua? Siap.
Siap pisah Jogja-Jakarta? *tear*",twitter,0,0,0,0
@any_cynk_ayank_papi idih mbak2 ga tau diri😂 ngatain org sinting.situ kale ah yg sinting.org ngomong baik2 koq nyolot?,instagram,0,0,0,1
"[color=red]\nBerita hari ini=\n1. Rupiah melemah\n2. Harga harga meroket\n3. Rakyat susah cari kerja\n4. Pekerja asing meroket\n5. Rakyat pribumi banyak yg kehilangan pekerjaan karena phk\n6. Tarif listrik menggila\n7. Harga bbm mahal\n8. Nastak dibayar untuk membenci Islam dan menebarkan kebencian ke Islam\n9. Kemiskinan meroket\n[/color]\nMantap!!!\n:cool
",kaskus,0,1,0,1
"@anasrialma95 maaf y mba yg cantik n pandai. Islam adalah agama yg damai dan sejuk. Penuh kasih sayang. Tapi yg ditampilkan sekelompok org ini justru lebih dari melecehkan Islam. Dengan menggunakan alasan agama .. Menggunakan cara yg tidak baik, kata2 yg tidak sopan... Sungguh sangat disayangkan. Selamat berpuasa mba cantik semoga puasanya lancar dan mendapat pahala yang setinggi tingginya. Amiin",instagram,0,0,0,0
Rusak deh Negara ini kalo semua mau di beda2kan..Papua & Maluku pisah aja dari NKRI yg semakin bobrok moral dan jiwa toleransinya...,twitter,0,0,0,0
" BAHAN COLI 
#sexy #bispak #birahi #toket
#puting #jilmek #seks #kontol
#sepong #amoy #bisyar #lonte
#jablay #crot #igo #amoysange
#panlok #sange #ngewe #memek
#tante #ngentot #sex #janda #seks
#SANGE_AAAAAAAAAAHpic.twitter.com/skgzidljP7",twitter,1,0,0,0
"""@LadiesRina: udah hampir 6 bln ga ngentot memek gw jd sempit banget. mau masukin 2 jari udah ga bisa. perih banget :("":-P",twitter,1,0,0,0
"Sering Kalah.? Yuk Dari Pada Kalah Terus Boleh Untuk Mencoba Keberuntungannya Di Situs Kami SAHABATQQ Ya Bossku .. - Promo Bonus ROLLINGAN 0.3% ( 5 hari sekali )
- Promo Bonus Refferal 15 %
- Bonus Ekstra Refferal 5% ( 1 Bulan Sekali )

Ayo Tunggu Apa lagi Guys.?? Segera Bergabung Bersama Kami Guys.
Untuk info lebih jelas Silahkan hubungi CS kami Yang Online 24jam.!
- Livechat : www,Mejasahabat,net
- Pin BBM Android CS 1: SHBT99
- Pin BBM Blackberry CS 2 : 2AE48042
- Pin BBM Blackberry CS 3 : 2BD6A2E3
- Whatsapp : +85581734021

Buruan Daftar Sekarang Juga Ya... aku tunggu guyss..
Untuk pendaftaran silahkan klik kolom daftar atau link di bawah ini boss 
http://Mejasahabat,net/Register.aspx?lang=id",instagram,0,0,0,0
Gak bakal knapa2 kalau keseleg kapal mah !’ kan udah biasa keseleg kont oli aki mobil mobilan Pasar raya,instagram,0,0,0,0
"Kalau bini nya ahog\nPeselingkuh tagguh... 7thn coyy selingkuh :D\n\n[B]KTP gw buat ahog\nKHONTHOL gw buat vero\n[/B]\n\n:ngakak
",kaskus,1,0,0,1
Hhhhhhhhhhh yg ancam tdk sholatin jenazah siapa ya ? Yg kafir kafirkan sesama muslim siapa ya ? Yg usir H djarot waktu mau sholat jum.at ?,twitter,0,0,0,0
"PE LA CUR!! RT @aprieltumorang: Bayar che.co pun ga mampu loooh, mas bayar pake remas tetek aja boleh, sumpa ga ada duit loh :(",twitter,1,0,0,0
Cerita Porno Ku Remas -Remas Tetek Guruku Yang Montok: Cerita Ngentot Sama Guru Montok | Hot News Trend Guru Nge... http://bit.ly/dKSdm1,twitter,1,0,0,0
"Mampus loe saracen, mampus... cari duit dengan cara haram mengujar kebencian.... mati loe semua sracen, mati secepatnya para penghuni neraka.",instagram,0,0,0,1
"Baru yang kek gitu bilangnya kek gini. Sehat? Padahal kemarin2 suka rasis2in Tionghoa WNI, ganyang cina apalah. Liat aja Ahok sm Ernest Prakasa pada bilang apa ",twitter,0,1,0,0
"@lucintaluna kk koq ngak tidur sih, jgn bergadang kk nanti sakit, hayooo semalam bobo di mana?",instagram,0,0,0,0
"Nasbung anti jokowi karena anti islam....lha gubernur yg kmren kepilih aja dah lupa pada pendukungnya.....\n\n
",kaskus,0,0,0,0
"@bobby_leo90 cuma org gila yg ga tau aturan yg ngomng kyk elu, dibaca lagi.. bahasa Indonesia elu dapet brpa sih waktu sekolah. Miris.",instagram,0,0,0,1
"Knp ya,kalo coli,gak puas banget gw,mungkin kalo tangan itu,nyesuain sm gede kontol kan ya,kalo memek kan,kalo sempit ya enak.ky dipijit.",twitter,1,0,0,0
"nilai religi itu berteriak kafir dan mars ..ayo ayo ayo bunuh ahok ,ayo bunuh ahok sekarang juga @syihabrizieq",twitter,0,0,1,0
"Ya ampun pahanya kalau difoto keliatan mulus alus kalau di vidio tanpa edit gile buyar tu bokongnya,bagian bokong pas mau berdiri hitam 😂😂😂anjayy ni om fatah",instagram,1,0,0,1
